team_a,team_b,result
Iraq,North Korea,1
Sealand,Chagos Islands,1
Gibraltar,Faroe Islands,0
Malaysia,Philippines,1
Malaysia,Philippines,0
Iran,Kuwait,1
Albania,Malta,1
Algeria,Slovenia,1
Andorra,Moldova,0
Australia,Ecuador,0
Austria,Uruguay,1
Austria,Uruguay,0
Belgium,Côte d'Ivoire,1
Belgium,Côte d'Ivoire,0
Bosnia and Herzegovina,Egypt,0
Botswana,South Sudan,1
Bulgaria,Belarus,1
Burkina Faso,Comoros,1
Burkina Faso,Comoros,0
Burundi,Rwanda,1
Burundi,Rwanda,0
Colombia,Tunisia,1
Colombia,Tunisia,0
Cyprus,Northern Ireland,1
Cyprus,Northern Ireland,0
Czechia,Norway,1
Czechia,Norway,0
England,Denmark,1
France,Netherlands,1
Georgia,Liechtenstein,1
Germany,Chile,1
Gibraltar,Estonia,0
Greece,Korea Republic,0
Hungary,Finland,0
India,Bangladesh,1
India,Bangladesh,0
Iran,Guinea,0
Iraq,China,1
Republic of Ireland,Serbia,0
Israel,Slovakia,0
Japan,New Zealand,1
Jordan,Syria,1
Kazakhstan,Lithuania,1
Kazakhstan,Lithuania,0
Kosovo,Haiti,1
Kosovo,Haiti,0
Luxembourg,Cabo Verde,1
Luxembourg,Cabo Verde,0
North Macedonia,Latvia,1
Malawi,Zimbabwe,0
Mali,Senegal,1
Mali,Senegal,0
Mauritania,Niger,1
Mauritania,Niger,0
Montenegro,Ghana,1
Morocco,Gabon,1
Morocco,Gabon,0
Mozambique,Angola,1
Mozambique,Angola,0
Namibia,Tanzania,1
Namibia,Tanzania,0
Oman,Singapore,1
Philippines,Azerbaijan,0
Poland,Scotland,0
Portugal,Cameroon,1
Qatar,Bahrain,1
Qatar,Bahrain,0
Romania,Argentina,1
Romania,Argentina,0
Russia,Armenia,1
Saudi Arabia,Indonesia,1
South Africa,Brazil,0
Spain,Italy,1
Saint Lucia,Jamaica,0
Switzerland,Croatia,1
Switzerland,Croatia,0
Thailand,Lebanon,0
Turkey,Sweden,1
Ukraine,United States,1
Uzbekistan,United Arab Emirates,1
Uzbekistan,United Arab Emirates,0
Vietnam,Hong Kong,1
Wales,Iceland,1
Yemen,Malaysia,0
Zambia,Uganda,1
Lesotho,Eswatini,0
Lesotho,Eswatini,1
Lesotho,Eswatini,0
Alderney,Guernsey,0
Saint Lucia,Martinique,1
Saint Lucia,Martinique,0
Yemen,Nepal,1
Andorra,Indonesia,0
Aruba,Guam,1
Aruba,Guam,0
Cuba,Indonesia,1
Aruba,Guam,1
Ellan Vannin,Monaco,1
Mauritania,Mauritius,1
Afghanistan,Kyrgyzstan,1
Afghanistan,Kyrgyzstan,0
Yemen,Chad,1
Yemen,Chad,0
Guadeloupe,French Guiana,1
Mauritius,Mauritania,0
Tanzania,Burundi,0
Philippines,Malaysia,1
Philippines,Malaysia,0
Grenada,Saint Lucia,0
Dominica,Grenada,0
Sealand,Chagos Islands,1
Sealand,Chagos Islands,0
Vatican City,Monaco,0
Palestine,Jordan,1
Jersey,Guernsey,0
Pakistan,Sri Lanka,1
Afghanistan,Kyrgyzstan,1
Germany,Poland,1
Germany,Poland,0
Kuwait,Afghanistan,1
Jordan,Pakistan,1
Palestine,Sri Lanka,1
Kuwait,Kyrgyzstan,1
Kuwait,Kyrgyzstan,0
Malawi,Chad,1
Mauritania,Equatorial Guinea,1
Namibia,Congo,1
Netherlands,Ecuador,1
Netherlands,Ecuador,0
São Tomé and Príncipe,Benin,0
Somaliland,Sealand,1
Somaliland,Sealand,0
Sri Lanka,Jordan,0
Palestine,Pakistan,1
Belarus,Iran,1
Belarus,Iran,0
Burundi,Botswana,1
Burundi,Botswana,0
Central African Republic,Guinea-Bissau,1
Central African Republic,Guinea-Bissau,0
Eswatini,Sierra Leone,1
Eswatini,Sierra Leone,0
Kenya,Comoros,1
Liberia,Lesotho,1
Libya,Rwanda,1
Libya,Rwanda,0
Madagascar,Uganda,1
Mozambique,South Sudan,1
Tanzania,Zimbabwe,1
Maldives,Myanmar,0
Palestine,Kyrgyzstan,1
French Guiana,Suriname,1
French Guiana,Suriname,0
Philippines,Afghanistan,1
Philippines,Afghanistan,0
Turkmenistan,Laos,1
Palestine,Jordan,1
Burkina Faso,Senegal,1
Burkina Faso,Senegal,0
Myanmar,Palestine,0
Finland,Czechia,1
Finland,Czechia,0
Kosovo,Turkey,0
Liechtenstein,Belarus,0
Maldives,Kyrgyzstan,1
Afghanistan,Turkmenistan,1
Hungary,Denmark,1
Hungary,Denmark,0
Laos,Philippines,0
Ukraine,Niger,1
Bulgaria,Canada,1
Bulgaria,Canada,0
Kyrgyzstan,Myanmar,1
Maldives,Palestine,1
Maldives,Palestine,0
Slovakia,Montenegro,1
Afghanistan,Laos,1
Afghanistan,Laos,0
Moldova,Saudi Arabia,1
Turkmenistan,Philippines,0
Republic of Ireland,Turkey,0
Kosovo,Senegal,0
Mali,Guinea,0
Thailand,Kuwait,1
Thailand,Kuwait,0
Australia,South Africa,1
Australia,South Africa,0
Belgium,Luxembourg,1
Estonia,Gibraltar,1
Estonia,Gibraltar,0
Jamaica,Serbia,0
North Macedonia,Cameroon,0
Montenegro,Iran,1
Montenegro,Iran,0
Russia,Slovakia,1
Armenia,United Arab Emirates,1
France,Norway,1
Japan,Cyprus,1
Maldives,Philippines,0
Moldova,Canada,1
Moldova,Canada,0
Palestine,Afghanistan,1
Suriname,French Guiana,1
Tanzania,Malawi,1
Uzbekistan,Oman,0
Angola,Morocco,1
Denmark,Sweden,1
Korea Republic,Tunisia,0
Nigeria,Scotland,1
Nigeria,Scotland,0
Cameroon,Paraguay,0
Finland,Lithuania,0
Georgia,Saudi Arabia,1
Latvia,Estonia,1
Latvia,Estonia,0
Maldives,Afghanistan,1
Maldives,Afghanistan,0
Uzbekistan,Oman,0
Franconia,Raetia,1
Angola,Iran,1
Angola,Iran,0
Aruba,Turks and Caicos Islands,1
Austria,Iceland,1
Austria,Iceland,0
Bosnia and Herzegovina,Côte d'Ivoire,1
Comoros,Kenya,1
Comoros,Kenya,0
England,Peru,1
French Guiana,British Virgin Islands,1
North Macedonia,Qatar,1
North Macedonia,Qatar,0
Montserrat,United States Virgin Islands,1
New Zealand,South Africa,1
New Zealand,South Africa,0
Palestine,Philippines,1
South Sudan,Mozambique,1
South Sudan,Mozambique,0
Spain,Bolivia,1
Switzerland,Jamaica,1
Uruguay,Northern Ireland,1
Albania,Romania,0
Armenia,Algeria,0
Chad,Malawi,1
Colombia,Senegal,1
Colombia,Senegal,0
Croatia,Mali,1
Finland,Estonia,1
Guinea-Bissau,Central African Republic,1
Italy,Republic of Ireland,1
Italy,Republic of Ireland,0
Latvia,Lithuania,1
Mexico,Ecuador,1
Netherlands,Ghana,1
Norway,Russia,1
Norway,Russia,0
Portugal,Greece,1
Portugal,Greece,0
Rwanda,Libya,1
Sierra Leone,Eswatini,1
Uganda,Madagascar,1
Aruba,British Virgin Islands,1
Benin,São Tomé and Príncipe,1
Botswana,Burundi,1
Congo,Namibia,1
Equatorial Guinea,Mauritania,1
France,Paraguay,1
France,Paraguay,0
Germany,Cameroon,1
Germany,Cameroon,0
Honduras,Israel,0
Lesotho,Liberia,1
Sweden,Belgium,0
Turks and Caicos Islands,French Guiana,0
United States,Turkey,1
United States Virgin Islands,Bonaire,0
Zimbabwe,Tanzania,1
Zimbabwe,Tanzania,0
Iraqi Kurdistan,Arameans Suryoye,0
Abkhazia,Occitania,1
Abkhazia,Occitania,0
Darfur,Padania,0
Ellan Vannin,Artsakh,1
Costa Rica,Japan,0
Tamil Eelam,Arameans Suryoye,0
Sápmi,Abkhazia,0
Darfur,South Ossetia,0
Ellan Vannin,County of Nice,1
Aruba,French Guiana,0
Brazil,Panama,1
British Virgin Islands,Turks and Caicos Islands,0
Czechia,Austria,0
Georgia,United Arab Emirates,0
Greece,Nigeria,1
Greece,Nigeria,0
Mexico,Bosnia and Herzegovina,0
Switzerland,Peru,1
Tamil Eelam,Iraqi Kurdistan,0
Sápmi,Occitania,0
South Ossetia,Padania,0
Artsakh,County of Nice,0
Argentina,Trinidad and Tobago,1
Ecuador,England,1
Ecuador,England,0
El Salvador,Côte d'Ivoire,0
Gibraltar,Malta,1
Hungary,Albania,1
Iceland,Estonia,1
Italy,Luxembourg,1
Italy,Luxembourg,0
Jamaica,Egypt,1
Jamaica,Egypt,0
Netherlands,Wales,1
Romania,Algeria,0
Uruguay,Slovenia,1
Padania,County of Nice,0
Abkhazia,South Ossetia,1
Abkhazia,South Ossetia,0
Arameans Suryoye,Occitania,1
Arameans Suryoye,Occitania,0
Ellan Vannin,Iraqi Kurdistan,1
Ellan Vannin,Iraqi Kurdistan,0
Sápmi,Tamil Eelam,1
Darfur,Artsakh,0
Padania,Abkhazia,1
Padania,Abkhazia,0
Occitania,Iraqi Kurdistan,1
Occitania,Iraqi Kurdistan,0
Bolivia,Greece,0
Brazil,Serbia,1
Colombia,Jordan,1
Costa Rica,Republic of Ireland,1
Costa Rica,Republic of Ireland,0
Croatia,Australia,1
Germany,Armenia,1
Japan,Zambia,1
Mexico,Portugal,0
Poland,Lithuania,1
Russia,Morocco,1
County of Nice,South Ossetia,1
Arameans Suryoye,Ellan Vannin,0
Argentina,Slovenia,1
Belgium,Tunisia,1
Cameroon,Moldova,1
El Salvador,Spain,0
Estonia,Tajikistan,1
Honduras,England,1
Honduras,England,0
Hungary,Kazakhstan,1
United States,Nigeria,1
Sápmi,Artsakh,0
Tamil Eelam,Darfur,1
Abkhazia,Occitania,0
Padania,Iraqi Kurdistan,1
Padania,Iraqi Kurdistan,0
France,Jamaica,1
Iran,Trinidad and Tobago,1
San Marino,Albania,0
South Ossetia,Arameans Suryoye,0
County of Nice,Ellan Vannin,1
County of Nice,Ellan Vannin,0
Ghana,Korea Republic,1
Republic of Ireland,Portugal,0
Brazil,Croatia,1
Chile,Australia,1
Mexico,Cameroon,1
Spain,Netherlands,0
Colombia,Greece,1
England,Italy,0
Côte d'Ivoire,Japan,1
Uruguay,Costa Rica,0
Argentina,Bosnia and Herzegovina,1
France,Honduras,1
Switzerland,Ecuador,1
Germany,Portugal,1
Ghana,United States,0
Iran,Nigeria,1
Iran,Nigeria,0
Belgium,Algeria,1
Brazil,Mexico,1
Brazil,Mexico,0
Russia,Korea Republic,1
Russia,Korea Republic,0
Australia,Netherlands,0
Cameroon,Croatia,0
China,North Macedonia,1
Spain,Chile,0
Colombia,Côte d'Ivoire,1
Japan,Greece,1
Japan,Greece,0
Uruguay,England,1
Honduras,Ecuador,0
Italy,Costa Rica,0
Switzerland,France,0
Argentina,Iran,1
Germany,Ghana,1
Germany,Ghana,0
Indonesia,Pakistan,1
Nigeria,Bosnia and Herzegovina,1
Belgium,Russia,1
China,North Macedonia,1
China,North Macedonia,0
Korea Republic,Algeria,0
United States,Portugal,1
United States,Portugal,0
Australia,Spain,0
Brazil,Cameroon,1
Croatia,Mexico,0
Netherlands,Chile,1
Costa Rica,England,1
Costa Rica,England,0
Greece,Côte d'Ivoire,1
Italy,Uruguay,0
Japan,Colombia,0
Bosnia and Herzegovina,Iran,1
Ecuador,France,1
Ecuador,France,0
Honduras,Switzerland,0
Indonesia,Nepal,1
Nigeria,Argentina,0
Algeria,Russia,1
Algeria,Russia,0
Korea Republic,Belgium,0
Portugal,Ghana,1
United States,Germany,0
Brazil,Chile,1
Brazil,Chile,0
Colombia,Uruguay,1
China,Mali,0
Costa Rica,Greece,1
Costa Rica,Greece,0
Netherlands,Mexico,1
France,Nigeria,1
Germany,Algeria,1
Argentina,Switzerland,1
Belgium,United States,1
Vietnam,Myanmar,1
Brazil,Colombia,1
France,Germany,0
Argentina,Belgium,1
Netherlands,Costa Rica,1
Netherlands,Costa Rica,0
Malawi,Mozambique,1
Malawi,Mozambique,0
Brazil,Germany,0
Netherlands,Argentina,1
Netherlands,Argentina,0
Uganda,Seychelles,1
Brazil,Netherlands,0
Rwanda,Gabon,1
Germany,Argentina,1
Botswana,Lesotho,1
Qatar,Indonesia,1
Qatar,Indonesia,0
Kenya,Burundi,1
Kenya,Burundi,0
Uganda,Malawi,1
Uganda,Malawi,0
Botswana,Guinea-Bissau,1
Sierra Leone,Seychelles,1
Uganda,Mauritania,1
Benin,Malawi,1
Congo,Rwanda,1
Lesotho,Kenya,1
Tanzania,Mozambique,1
Tanzania,Mozambique,0
Guam,Macau,1
Guam,Macau,0
Mongolia,Northern Mariana Islands,1
Guam,Mongolia,1
Northern Mariana Islands,Macau,1
Guam,Northern Mariana Islands,1
Macau,Mongolia,1
Gabon,Rwanda,0
Guinea-Bissau,Botswana,1
Guinea-Bissau,Botswana,0
Malawi,Benin,1
Rwanda,Congo,1
Kenya,Lesotho,1
Kenya,Lesotho,0
Mauritania,Uganda,0
Mozambique,Tanzania,1
Peru,Panama,1
Tajikistan,Malaysia,1
Raetia,Sealand,0
Seborga,Sealand,0
Kazakhstan,Tajikistan,1
Angola,Botswana,1
Angola,Botswana,0
Guatemala,Nicaragua,1
British Virgin Islands,Saint Martin,0
Azerbaijan,Uzbekistan,1
Azerbaijan,Uzbekistan,0
Panama,Cuba,1
Guatemala,Cuba,1
French Guiana,Suriname,0
Seychelles,Sri Lanka,0
Saint Lucia,Martinique,0
Norway,United Arab Emirates,1
Norway,United Arab Emirates,0
Seychelles,Sri Lanka,1
Saint Lucia,Martinique,0
Egypt,Kenya,1
El Salvador,Dominican Republic,1
Zambia,Sudan,1
Niger,Uganda,1
Myanmar,Palestine,1
Costa Rica,Nicaragua,1
Czechia,United States,0
Denmark,Turkey,0
England,Norway,1
Germany,Argentina,0
Grenada,French Guiana,1
Grenada,French Guiana,0
Guyana,Dominica,1
Guyana,Dominica,0
Republic of Ireland,Oman,1
Latvia,Armenia,1
Lithuania,United Arab Emirates,1
Lithuania,United Arab Emirates,0
Morocco,Qatar,1
Morocco,Qatar,0
Philippines,Taiwan,1
Puerto Rico,Curaçao,1
Puerto Rico,Curaçao,0
Russia,Azerbaijan,1
Ukraine,Moldova,1
Belarus,Tajikistan,1
Belgium,Australia,1
Bosnia and Herzegovina,Liechtenstein,1
China,Kuwait,1
Croatia,Cyprus,1
France,Spain,1
Iraq,Peru,0
Italy,Netherlands,1
Slovakia,Malta,1
Sweden,Estonia,1
Uzbekistan,Jordan,1
Curaçao,Grenada,1
Guinea,Togo,1
Japan,Uruguay,0
Brazil,Colombia,1
Kazakhstan,Kyrgyzstan,1
Korea Republic,Venezuela,1
Puerto Rico,French Guiana,0
Senegal,Egypt,1
Saint Kitts and Nevis,Dominica,1
Saint Lucia,Guyana,1
Saint Vincent and the Grenadines,Anguilla,1
Sudan,South Africa,0
Suriname,Bonaire,0
Burkina Faso,Lesotho,1
DR Congo,Cameroon,0
Ethiopia,Algeria,0
Gabon,Angola,1
Ghana,Uganda,1
Ghana,Uganda,0
Côte d'Ivoire,Sierra Leone,1
Mexico,Chile,1
Mexico,Chile,0
Niger,Cabo Verde,0
Nigeria,Congo,0
Palestine,Taiwan,1
Philippines,Myanmar,0
Singapore,Papua New Guinea,1
Tunisia,Botswana,1
Vietnam,Hong Kong,1
Zambia,Mozambique,1
Zambia,Mozambique,0
Bonaire,Barbados,0
Burundi,Tanzania,1
Costa Rica,Panama,1
Costa Rica,Panama,0
Denmark,Armenia,1
Dominica,Saint Lucia,0
Faroe Islands,Finland,0
French Guiana,Curaçao,1
French Guiana,Curaçao,0
Georgia,Republic of Ireland,0
Germany,Scotland,1
Gibraltar,Poland,0
Greece,Romania,0
Hungary,Northern Ireland,0
Kosovo,Oman,1
Mali,Malawi,1
Morocco,Libya,1
Paraguay,United Arab Emirates,1
Paraguay,United Arab Emirates,0
Portugal,Albania,0
Puerto Rico,Grenada,1
Puerto Rico,Grenada,0
Serbia,France,1
Serbia,France,0
Australia,Saudi Arabia,1
Austria,Sweden,1
Austria,Sweden,0
Estonia,Slovenia,1
Korea Republic,Uruguay,0
Luxembourg,Belarus,1
Luxembourg,Belarus,0
Montenegro,Moldova,1
Russia,Liechtenstein,1
San Marino,Lithuania,0
Spain,North Macedonia,1
Switzerland,England,0
Ukraine,Slovakia,0
Uzbekistan,New Zealand,1
Andorra,Wales,0
Azerbaijan,Bulgaria,0
Bosnia and Herzegovina,Cyprus,0
China,Jordan,1
China,Jordan,0
Croatia,Malta,1
Czechia,Netherlands,1
Haiti,Chile,0
Iceland,Turkey,1
Indonesia,Yemen,1
Indonesia,Yemen,0
Japan,Venezuela,1
Japan,Venezuela,0
Kazakhstan,Latvia,1
Kazakhstan,Latvia,0
Kuwait,Bahrain,0
Mexico,Bolivia,1
Norway,Italy,0
Qatar,Peru,0
Singapore,Hong Kong,1
Singapore,Hong Kong,0
Algeria,Mali,1
Angola,Burkina Faso,0
Botswana,Senegal,0
Cameroon,Côte d'Ivoire,1
Cabo Verde,Zambia,1
Congo,Sudan,1
DR Congo,Sierra Leone,1
Egypt,Tunisia,0
Lesotho,Gabon,1
Lesotho,Gabon,0
Malawi,Ethiopia,1
Mozambique,Niger,1
Mozambique,Niger,0
South Africa,Nigeria,1
South Africa,Nigeria,0
Togo,Ghana,0
Uganda,Guinea,1
Indonesia,Malaysia,1
Malaysia,Cambodia,1
Indonesia,Cambodia,1
Botswana,Zimbabwe,1
India,Palestine,0
Qatar,Uzbekistan,1
Antigua and Barbuda,Saint Lucia,1
Curaçao,Martinique,1
Curaçao,Martinique,0
Haiti,French Guiana,1
Haiti,French Guiana,0
Saint Kitts and Nevis,Barbados,0
Trinidad and Tobago,Dominican Republic,1
Belarus,Ukraine,0
England,San Marino,1
Liechtenstein,Montenegro,1
Liechtenstein,Montenegro,0
Lithuania,Estonia,1
North Macedonia,Luxembourg,1
Moldova,Austria,0
Morocco,Central African Republic,1
Qatar,Lebanon,1
Slovakia,Spain,1
Slovenia,Switzerland,1
Sweden,Russia,1
Sweden,Russia,0
Belgium,Andorra,1
Botswana,Egypt,0
Bulgaria,Croatia,0
China,Thailand,1
Cyprus,Israel,0
French Guiana,Saint Kitts and Nevis,0
Hong Kong,Singapore,1
Italy,Azerbaijan,1
Japan,Jamaica,1
Jordan,Kuwait,0
Korea Republic,Paraguay,1
Latvia,Iceland,0
Lesotho,Angola,1
Lesotho,Angola,0
Malta,Norway,0
Netherlands,Kazakhstan,1
Oman,Costa Rica,0
Saudi Arabia,Uruguay,1
Saudi Arabia,Uruguay,0
Senegal,Tunisia,1
Senegal,Tunisia,0
Saint Vincent and the Grenadines,Curaçao,1
Trinidad and Tobago,Saint Lucia,1
Turkey,Czechia,0
United Arab Emirates,Australia,1
United Arab Emirates,Australia,0
Uzbekistan,Bahrain,1
Uzbekistan,Bahrain,0
Wales,Bosnia and Herzegovina,1
Wales,Bosnia and Herzegovina,0
Yemen,Iraq,1
Yemen,Iraq,0
Chile,Peru,1
Albania,Denmark,1
Albania,Denmark,0
Argentina,Brazil,0
Armenia,Serbia,1
Armenia,Serbia,0
Cameroon,Sierra Leone,1
Cameroon,Sierra Leone,0
Congo,South Africa,0
DR Congo,Côte d'Ivoire,0
Ethiopia,Mali,0
Finland,Greece,1
Finland,Greece,0
France,Portugal,1
Gabon,Burkina Faso,1
Guinea,Ghana,1
Guinea,Ghana,0
Republic of Ireland,Gibraltar,1
Malawi,Algeria,0
Mozambique,Cabo Verde,1
Niger,Zambia,1
Niger,Zambia,0
Northern Ireland,Faroe Islands,1
Poland,Germany,1
Romania,Hungary,1
Romania,Hungary,0
Scotland,Georgia,1
Sudan,Nigeria,1
Uganda,Togo,0
Austria,Montenegro,1
Barbados,French Guiana,0
Belarus,Slovakia,0
Timor-Leste,Brunei,1
Estonia,England,0
Guadeloupe,Curaçao,0
Haiti,Saint Kitts and Nevis,1
Haiti,Saint Kitts and Nevis,0
Laos,Cambodia,1
Lithuania,Slovenia,0
Luxembourg,Spain,0
Mexico,Panama,1
Pakistan,Palestine,0
Philippines,Papua New Guinea,1
Russia,Moldova,1
Russia,Moldova,0
Saint Lucia,Dominican Republic,0
Sweden,Liechtenstein,1
Tanzania,Benin,1
Trinidad and Tobago,Antigua and Barbuda,1
Ukraine,North Macedonia,1
Andorra,Israel,0
Bosnia and Herzegovina,Belgium,1
Bosnia and Herzegovina,Belgium,0
Croatia,Azerbaijan,1
Iceland,Netherlands,1
Jordan,Kuwait,1
Jordan,Kuwait,0
Kazakhstan,Czechia,0
Latvia,Turkey,1
Latvia,Turkey,0
Malta,Italy,0
Morocco,Kenya,1
Norway,Bulgaria,1
Oman,Uruguay,0
Wales,Cyprus,1
Armenia,France,0
Bahrain,Iraq,1
Bahrain,Iraq,0
Myanmar,Timor-Leste,1
Myanmar,Timor-Leste,0
China,Paraguay,1
Denmark,Portugal,0
Faroe Islands,Hungary,0
Finland,Romania,0
Germany,Republic of Ireland,1
Germany,Republic of Ireland,0
Gibraltar,Georgia,0
Greece,Northern Ireland,0
Hong Kong,Argentina,0
Japan,Brazil,0
Korea Republic,Costa Rica,0
Laos,Brunei,1
Macau,Singapore,1
Macau,Singapore,0
Poland,Scotland,1
Poland,Scotland,0
Qatar,Australia,1
San Marino,Switzerland,0
Saudi Arabia,Lebanon,1
Saudi Arabia,Lebanon,0
Serbia,Albania,0
United Arab Emirates,Uzbekistan,0
United States,Honduras,1
United States,Honduras,0
Peru,Guatemala,1
Algeria,Malawi,1
Angola,Lesotho,1
Burkina Faso,Gabon,1
Burkina Faso,Gabon,0
Cameroon,Sierra Leone,1
Cabo Verde,Mozambique,1
Egypt,Botswana,1
Ghana,Guinea,1
Côte d'Ivoire,DR Congo,0
Mali,Ethiopia,0
Nigeria,Sudan,1
South Africa,Congo,1
South Africa,Congo,0
Eswatini,Zimbabwe,0
Togo,Uganda,1
Tunisia,Senegal,1
Zambia,Niger,1
Brunei,Myanmar,0
Timor-Leste,Cambodia,0
Cambodia,Myanmar,0
Laos,Timor-Leste,1
Cambodia,Brunei,1
Laos,Myanmar,0
Bangladesh,Sri Lanka,1
Bangladesh,Sri Lanka,0
Zambia,Côte d'Ivoire,1
Zambia,Côte d'Ivoire,0
Bangladesh,Sri Lanka,1
North Korea,Kuwait,0
Philippines,Nepal,1
Bahrain,North Korea,1
Bahrain,North Korea,0
Kuwait,Yemen,1
Kuwait,Yemen,0
Qatar,North Korea,1
Saudi Arabia,Palestine,1
United Arab Emirates,Lebanon,1
Bahrain,Singapore,1
Oman,Yemen,1
Székely Land,Raetia,1
Thailand,Philippines,1
Uganda,Ethiopia,1
Vietnam,Palestine,0
Cuba,French Guiana,1
Cuba,French Guiana,0
Curaçao,Trinidad and Tobago,0
Argentina,Croatia,1
Belgium,Iceland,1
Haiti,Antigua and Barbuda,1
Haiti,Antigua and Barbuda,0
Netherlands,Mexico,0
Norway,Estonia,0
Turkey,Brazil,0
Curaçao,Cuba,0
North Korea,Hong Kong,1
Morocco,Benin,1
Saudi Arabia,Qatar,1
Saudi Arabia,Qatar,0
Singapore,Laos,1
Trinidad and Tobago,French Guiana,1
Uruguay,Costa Rica,1
Uruguay,Costa Rica,0
Yemen,Bahrain,1
Yemen,Bahrain,0
Botswana,Tunisia,1
Botswana,Tunisia,0
China,New Zealand,1
China,New Zealand,0
France,Albania,1
France,Albania,0
Georgia,Poland,0
Germany,Gibraltar,1
Greece,Faroe Islands,0
Hungary,Finland,1
Iraq,Kuwait,0
Côte d'Ivoire,Sierra Leone,1
Japan,Honduras,1
Jordan,Korea Republic,0
Martinique,Haiti,0
Paraguay,Peru,1
Philippines,Cambodia,1
Portugal,Armenia,1
Romania,Northern Ireland,1
Scotland,Republic of Ireland,1
Serbia,Denmark,0
United Arab Emirates,Oman,1
United Arab Emirates,Oman,0
United States,Colombia,0
Algeria,Ethiopia,1
Angola,Gabon,1
Angola,Gabon,0
Austria,Russia,1
Cameroon,DR Congo,1
Cabo Verde,Niger,1
Congo,Nigeria,0
Egypt,Senegal,0
England,Slovenia,1
French Guiana,Curaçao,1
Indonesia,Syria,0
Lesotho,Burkina Faso,0
Luxembourg,Ukraine,0
North Macedonia,Slovakia,0
Malawi,Mali,1
Moldova,Liechtenstein,0
Montenegro,Sweden,1
Montenegro,Sweden,0
Mozambique,Zambia,0
San Marino,Estonia,1
San Marino,Estonia,0
South Africa,Sudan,1
Spain,Belarus,1
Switzerland,Lithuania,1
Togo,Guinea,0
Uganda,Ghana,1
Antigua and Barbuda,Martinique,0
Azerbaijan,Norway,0
Belgium,Wales,1
Belgium,Wales,0
Bulgaria,Malta,1
Bulgaria,Malta,0
Cyprus,Andorra,1
Czechia,Iceland,1
Guam,North Korea,0
Israel,Bosnia and Herzegovina,1
Italy,Croatia,1
Italy,Croatia,0
Morocco,Zimbabwe,1
Netherlands,Latvia,1
Saudi Arabia,Bahrain,1
Eswatini,Tanzania,1
Eswatini,Tanzania,0
Turkey,Kazakhstan,1
Vietnam,Malaysia,1
Yemen,Qatar,1
Yemen,Qatar,0
Iraq,Oman,1
Iraq,Oman,0
Singapore,Cambodia,1
United Arab Emirates,Kuwait,1
United Arab Emirates,Kuwait,0
Austria,Brazil,0
Belarus,Mexico,1
Bolivia,Venezuela,1
Chile,Uruguay,0
China,Honduras,1
China,Honduras,0
Cuba,Haiti,0
Estonia,Jordan,1
France,Sweden,1
Greece,Serbia,0
Hungary,Russia,0
Iran,Korea Republic,1
Republic of Ireland,United States,1
Italy,Albania,1
Jamaica,Trinidad and Tobago,1
Jamaica,Trinidad and Tobago,0
Japan,Australia,1
Nicaragua,El Salvador,0
Panama,Canada,1
Panama,Canada,0
Peru,Paraguay,1
Poland,Switzerland,1
Poland,Switzerland,0
Portugal,Argentina,1
Romania,Denmark,1
Scotland,England,0
Slovakia,Finland,1
Slovenia,Colombia,0
Spain,Germany,0
Thailand,New Zealand,1
Ukraine,Lithuania,1
Ukraine,Lithuania,0
Bahrain,Qatar,1
Bahrain,Qatar,0
Burkina Faso,Angola,1
Burkina Faso,Angola,0
DR Congo,Sierra Leone,1
Ethiopia,Malawi,1
Ethiopia,Malawi,0
Gabon,Lesotho,1
Ghana,Togo,1
Guam,Hong Kong,1
Guam,Hong Kong,0
Guinea,Uganda,1
Côte d'Ivoire,Cameroon,1
Côte d'Ivoire,Cameroon,0
Mali,Algeria,1
Niger,Mozambique,1
Niger,Mozambique,0
Nigeria,South Africa,1
Nigeria,South Africa,0
Saudi Arabia,Yemen,1
Senegal,Botswana,1
Sudan,Congo,0
Tunisia,Egypt,1
Zambia,Cabo Verde,1
Kuwait,Oman,0
United Arab Emirates,Iraq,1
Philippines,Laos,1
Vietnam,Indonesia,1
Vietnam,Indonesia,0
Malaysia,Myanmar,1
Malaysia,Myanmar,0
Oman,Qatar,0
Saudi Arabia,United Arab Emirates,1
Singapore,Thailand,0
Philippines,Indonesia,1
Vietnam,Laos,1
United Arab Emirates,Oman,1
Malaysia,Thailand,0
Saudi Arabia,Qatar,0
Singapore,Myanmar,1
Indonesia,Laos,1
Vietnam,Philippines,1
Singapore,Malaysia,0
Thailand,Myanmar,1
South Africa,Côte d'Ivoire,1
Philippines,Thailand,1
Philippines,Thailand,0
Malaysia,Vietnam,0
Thailand,Philippines,1
Vietnam,Malaysia,0
Uzbekistan,Palestine,1
Thailand,Malaysia,1
Malaysia,Thailand,1
China,Palestine,1
China,Palestine,0
Uzbekistan,Jordan,1
Iraq,Kuwait,1
Iraq,Kuwait,0
Uzbekistan,Iraq,1
Qatar,Estonia,1
Uzbekistan,Iraq,1
Uzbekistan,Iraq,0
Basque Country,Catalonia,1
Basque Country,Catalonia,0
Bahrain,Saudi Arabia,1
United Arab Emirates,Jordan,1
Occitania,Ellan Vannin,1
Qatar,Oman,1
Qatar,Oman,0
Bahrain,Jordan,1
Iran,Iraq,1
Korea Republic,Saudi Arabia,1
South Africa,Zambia,1
China,Oman,1
Cameroon,DR Congo,1
